FlareClass,Flare Date,AR,TOTUSJH,TOTBSQ,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,AREA_ACR,TOTFZ,MEANPOT,R_VALUE,EPSZ,SHRGT45
B34,10/2/2016 0:10,12598,180.764,9801000000,1.05E+22,3.14104E+12,32.356,1.19332E+12,2.46E+21,33.139,-1678.7,2433.05,2.915,-0.3249,4.254
B56,10/5/2016 0:10,12598,1107.36,14175000000,1.24E+23,2.39953E+13,299.306,7.03937E+12,1.17E+22,620.391,-1455.9,4815.49,3.626,-0.1948,26.618
B35,10/16/2016 0:10,12602,226.128,4108000000,3.46E+22,4.35146E+12,21.034,1.88085E+12,2.75E+21,232.106,-340.65,6253.09,3.039,-0.1573,25.624
B15,11/13/2016 0:10,12610,221.229,3246500000,1.70E+22,4.60365E+12,36.938,1.22769E+12,2.08E+21,100.11,-118.07,3630.26,2.698,-0.069,20.784
B11,11/14/2016 0:10,12610,232.713,3162100000,2.12E+22,4.4805E+12,19.121,1.18963E+12,2.05E+21,156.076,-130.48,4417.92,3.101,-0.0783,27.904
B42,11/15/2016 0:10,12610,191.66,2753200000,1.60E+22,3.69749E+12,14.317,1.20162E+12,1.85E+21,196.69,-89.528,3684.01,3.219,-0.0617,23.996
B19,11/19/2016 0:10,12611,453.274,4039000000,2.45E+22,9.9794E+12,140.312,6.2658E+12,4.28E+21,159.167,-742.79,2668.6,3.011,-0.3488,10.699
B39,11/30/2016 0:10,12614,330.547,4944100000,6.02E+22,6.73815E+12,83.429,1.78877E+12,3.83E+21,195.097,-389.43,7298.23,3.302,-0.1494,41.723
B11,12/11/2016 13:58,12617,26.477,1021300000,7.49E+20,3.6845E+11,12.193,2.75278E+11,1.86E+20,9.81402,-9.2336,2420.74,2.946,-0.0172,5.15
B16,12/27/2016 0:10,12621,487.186,3863200000,4.80E+22,1.02827E+13,50.024,1.76157E+12,3.33E+21,113.35,-438.15,6530.75,3.926,-0.2151,30.796
