Flare Class,TOTUSJH,TOTBSQ,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,AREA_ACR,TOTFZ,MEANPOT,R_VALUE,EPSZ,SHRGT45
B,218.469,12306000000,1.96978e+23,3721380000000,40.372,498967000000,5.20431e+21,165.045,-262.65,24957.4,3.543,-0.0405,67.323
B,373.757,8451700000,4.38553e+22,4960730000000,85.906,3107840000000,5.4893e+21,188.78,-1496.9,5908.47,3.815,-0.336,8.284
B,545.733,11424000000,1.03764e+23,8438300000000,72.674,3214270000000,7.67311e+21,310.412,-1408.8,8979.79,3.942,-0.2339,23.135
B,424.193,9687000000,8.20446e+22,6916480000000,61.689,2059590000000,6.60379e+21,312.642,-1084.1,8065.08,3.63,-0.2123,22.65
B,405.239,8744500000,7.27497e+22,6804500000000,88.176,3646790000000,6.11431e+21,329.306,-957.33,7589.3,3.576,-0.2077,20.975
B,315.29,9737500000,8.41331e+22,5090710000000,123.679,2154370000000,4.31605e+21,462.44,6.4072,11564.6,2.966,0.0012,36.93
B,307.759,9698200000,5.78747e+22,4783360000000,122.201,2988570000000,4.2909e+21,321.609,-437.76,8236.42,1.878,-0.0856,22.359
B,196.755,6077200000,2.39097e+22,2756960000000,10.256,750683000000,4.44636e+21,107.722,-1588.1,3943.85,3.004,-0.4957,3.067
B,988.803,40494000000,5.54053e+23,10692600000000,47.163,2415710000000,1.81005e+22,694.429,-3199.2,22125.3,4.071,-0.1499,45.116
B,1138.35,41361000000,6.58368e+23,16154800000000,7.695,3633000000000,2.06893e+22,746.38,-2441.3,21049.8,4.082,-0.112,42.368
B,1061.97,37751000000,6.84211e+23,16644900000000,64.604,1680720000000,1.63398e+22,684.469,-610.42,25686.9,4.108,-0.0307,59.59
B,1101.51,37462000000,6.7799e+23,16705600000000,118.465,3063150000000,1.62616e+22,717.689,-498.4,26455.8,3.921,-0.0252,57.651
B,1111.04,38755000000,6.42514e+23,16043000000000,82.112,4774710000000,1.75826e+22,721.806,-1409.2,24360.8,4.089,-0.069,49.149
B,51.493,996890000,2.56458e+21,739458000000,11.044,670511000000,3.33903e+20,22.4172,180.79,4901.27,2.709,0.344,17.259
B,194.281,2770600000,2.00091e+22,3089580000000,28.735,1609210000000,1.70708e+21,121.487,-83.961,7205.45,3.639,-0.0575,15.638
B,672.539,27511000000,2.73728e+23,12249700000000,71.021,1407950000000,1.25131e+22,303.054,-3431.2,10350.7,3.926,-0.2366,36.258
B,120.173,2796700000,1.02584e+22,2557580000000,7.931,736236000000,1.46e+21,29.0446,-437.1,3156.69,2.927,-0.2965,14.508
B,491.148,10104000000,4.45939e+22,10037200000000,36.026,600579000000,9.45297e+21,154.151,-2179.4,2231.28,2.993,-0.4091,9.223
B,278.126,2901300000,2.7695e+22,5835580000000,3.991,358066000000,2.1436e+21,106.928,-95.927,4934.68,2.979,-0.0627,37.411
B,310.143,3930400000,2.8795e+22,6844500000000,17.547,745585000000,3.36944e+21,165.446,-206.69,3550.98,2.628,-0.0998,25.352
B,371.116,6551200000,3.09328e+22,8116990000000,5.234,776504000000,5.48378e+21,166.927,-788.56,2524.6,3.629,-0.2283,12.096
B,539.228,6229900000,4.57442e+22,11513300000000,77.842,3000710000000,6.20461e+21,282.018,-958.16,3584.26,2.533,-0.2917,17.17
B,368.395,17058000000,2.74557e+22,9793710000000,12.724,493672000000,9.69035e+21,194.024,-2757.4,1097.68,2.245,-0.3066,1.524
B,39.641,1400600000,1.36983e+21,931040000000,8.267,623211000000,4.46442e+20,52.0258,219.59,1279.73,1.961,0.2974,3.598
B,495.776,5833500000,4.20491e+22,12228200000000,16.476,2436240000000,7.04415e+21,270.775,-1092.2,2376.88,3.322,-0.3552,18.332
B,149.252,1806900000,9.93322e+21,4405040000000,7.252,428846000000,1.79747e+21,91.879,-69.391,1769.06,1.513,-0.0728,24.432
B,769.178,8788800000,8.46841e+22,17634500000000,160.568,6707260000000,7.11488e+21,346.457,-766.79,4694.2,3.463,-0.1655,37.721
B,785.101,10226000000,1.14163e+23,18303900000000,116.509,8666590000000,8.58367e+21,415.616,-1002.9,5742.75,3.628,-0.186,35.26
B,89.132,2105300000,5.50835e+21,2390640000000,12.514,829261000000,1.94294e+21,62.5292,-152.63,1112.58,1.379,-0.1375,2.092
B,410.275,5153000000,4.93654e+22,9028090000000,0.501,531225000000,4.69711e+21,256.03,-521.95,4296.79,2.262,-0.1921,30.54
B,368.863,5957700000,4.28898e+22,8361800000000,16.972,1581340000000,4.61775e+21,228.774,-323.59,3927.93,2.646,-0.103,23.352
B,76.422,1595200000,5.56162e+21,1627730000000,5.61,466276000000,8.00715e+20,65.0043,160.34,2766.07,1.488,0.1907,18.956
B,136.64,2805800000,1.28691e+22,2260820000000,28.468,1574310000000,2.37292e+21,41.2418,-538.17,3095.92,1.898,-0.3638,4.537
B,666.678,12022000000,9.73891e+22,13816200000000,56.738,1771110000000,1.33528e+22,277.806,-2478.4,3571.63,3.317,-0.3911,12.834
B,275.672,4479000000,3.02572e+22,6532010000000,37.745,1390560000000,3.03602e+21,304.851,-67.863,3552.68,2.867,-0.0287,31.374
B,105.289,2329500000,9.00784e+21,2057770000000,21.218,858463000000,8.99093e+20,49.3157,396.92,4462.36,2.579,0.3232,24.276
B,775.849,13814000000,4.88641e+22,21158700000000,67.936,2955280000000,1.50428e+22,594.754,-1841.5,1225.4,2.313,-0.2529,6.048
B,434.56,7217000000,3.76354e+22,10047200000000,39.641,2194890000000,7.03193e+21,201.01,-1036.4,2359.42,3.343,-0.2724,12.181
B,766.134,9679400000,1.05976e+23,17985000000000,80.984,4244700000000,8.4719e+21,449.416,-655.67,4975.92,3.714,-0.1285,35.206
B,477.722,6079300000,8.57481e+22,11017600000000,35.082,1426380000000,4.51507e+21,212.341,-68.125,7178.13,3.807,-0.0213,49.661
B,601.25,5934500000,5.86139e+22,13613100000000,84.358,3265520000000,5.25394e+21,270.593,-473.25,4310.11,3.82,-0.1513,33.389
B,703.729,6985300000,7.44925e+22,15602500000000,127.206,6919670000000,6.83395e+21,323.007,-695.81,4629.19,3.889,-0.1889,27.556
B,903.6,13678000000,1.33312e+23,21279300000000,46.448,2980010000000,1.51811e+22,485.078,-2337.3,3855.51,3.522,-0.3241,22.98
B,172.605,2400900000,1.29548e+22,4128780000000,4.2,1171330000000,2.08716e+21,134.99,-188.97,2650.04,2.384,-0.1493,16.218
B,636.13,10186000000,1.44091e+23,16727900000000,94.604,3397280000000,7.4522e+21,343.678,-496.03,7323.59,2.843,-0.0924,52.123
B,1014.05,18474000000,3.20173e+23,25609900000000,104.827,9146180000000,1.43018e+22,570.467,-1040.0,8913.59,4.034,-0.1068,53.621
B,662.874,16467000000,1.10547e+23,14326400000000,37.641,2666160000000,1.64101e+22,301.24,-3547.6,3158.44,3.55,-0.4087,10.749
B,250.168,5827300000,5.45214e+22,6752130000000,22.023,556576000000,3.61214e+21,215.743,176.21,5616.13,2.948,0.0574,38.865
B,539.59,8356900000,6.46189e+22,12446700000000,21.123,751300000000,6.42575e+21,324.845,-362.21,4183.04,2.553,-0.0822,28.026
B,872.529,10139000000,1.00894e+23,20509800000000,56.859,3776050000000,8.99932e+21,521.171,-688.07,4297.06,3.758,-0.1287,31.731
B,218.619,3956900000,1.61589e+22,5599540000000,7.572,466780000000,5.05049e+21,76.8997,-1073.8,1311.57,1.724,-0.5148,3.342
B,591.132,8725500000,9.1855e+22,11376300000000,50.122,1725980000000,7.9417e+21,221.772,-1474.8,5885.93,4.043,-0.3206,21.777
B,212.534,7948600000,4.41202e+22,4846140000000,24.138,2591380000000,3.87633e+21,80.6685,-1162.0,5107.92,3.247,-0.2773,21.541
B,597.473,7599400000,5.82917e+22,14091400000000,131.943,5498380000000,6.92876e+21,314.992,-648.31,3446.09,3.526,-0.1618,25.328
B,525.168,11110000000,4.39343e+22,12761300000000,70.096,2978720000000,1.00305e+22,256.867,-1649.7,1836.05,3.002,-0.2816,6.605
